index,sample_id,question,gold,pred,exact_match,retrieved_titles,gold_titles,num_retrieved,num_reasoning_steps,stop_reason,generation_empty,llm_finish_reason,llm_error,prediction_source,llm_debug_summary,run_dir
13,5ab3b0bf5542992ade7c6e39,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,"[""1999""]",1990,0,[],"[""Oh My God (Guns N' Roses song)"", ""End of Days (film)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/013_5ab3b0bf5542992ade7c6e39
14,5ab56e32554299637185c594,Are Random House Tower and 888 7th Avenue both used for real estate?,"[""no""]",Yes,0,[],"[""Random House Tower"", ""888 7th Avenue""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/014_5ab56e32554299637185c594
15,5ab6d09255429954757d337d,The football manager who recruited David Beckham managed Manchester United during what timeframe?,"[""from 1986 to 2013""]",1986–2013,0,[],"[""1995–96 Manchester United F.C. season"", ""Alex Ferguson""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/015_5ab6d09255429954757d337d
16,5a75e05c55429976ec32bc5f,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"[""9,984""]","331,002,651",0,[],"[""Brown State Fishing Lake"", ""Brown County, Kansas""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/016_5a75e05c55429976ec32bc5f
17,5ab3e45655429976abd1bcd4,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,"[""the North Atlantic Conference""]",North Atlantic Conference,0,[],"[""Vermont Catamounts men's soccer"", ""America East Conference""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/017_5ab3e45655429976abd1bcd4
18,5ab29c24554299449642c932,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,"[""yes""]",Yes,1,[],"[""Giuseppe Verdi"", ""Ambroise Thomas""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/018_5ab29c24554299449642c932
19,5ae0d4c9554299603e418468,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,"[""1969 until 1974""]",1969–1974,0,[],"[""Roger O. Egeberg"", ""Richard Nixon""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/019_5ae0d4c9554299603e418468
20,5a8133725542995ce29dcbdb,"Which writer was from England, Henry Roth or Robert Erskine Childers?","[""Robert Erskine Childers DSC""]",Robert Erskine Childers,0,[],"[""Henry Roth"", ""Robert Erskine Childers""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/020_5a8133725542995ce29dcbdb
21,5ae7a8175542993210983ed8,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,"[""Pedro Rodríguez""]",Sergio Pérez,0,[],"[""Formula One drivers from Mexico"", ""Sergio Pérez""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/021_5ae7a8175542993210983ed8
22,5ae6050f55429929b0807a5e,This singer of A Rather Blustery Day also voiced what hedgehog?,"[""Sonic""]",Sonic the Hedgehog,0,[],"[""A Rather Blustery Day"", ""Jim Cummings""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/022_5ae6050f55429929b0807a5e
23,5adddccd5542997dc7907069,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?","[""keyboard function keys""]",Siri Remote,0,[],"[""Apple Remote"", ""Front Row (software)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/023_5adddccd5542997dc7907069
24,5ae2070a5542994d89d5b313,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice?","[""Badly Drawn Boy""]",Badly Drawn Boy,1,[],"[""Badly Drawn Boy"", ""Wolf Alice""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/024_5ae2070a5542994d89d5b313
25,5ae22b8d554299234fd0440f,What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,"[""World's Best Goalkeeper""]",World's Best Goalkeeper,1,[],"[""Kasper Schmeichel"", ""Peter Schmeichel""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/025_5ae22b8d554299234fd0440f
26,5a722b8655429971e9dc9329,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,"[""Barton Lee Hazlewood""]",Lee Hazlewood,0,[],"[""These Boots Are Made for Walkin'"", ""Lee Hazlewood""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/026_5a722b8655429971e9dc9329
27,5adf37a95542995ec70e8f97,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?","[""1838""]",1968,0,[],"[""2011–12 VCU Rams men's basketball team"", ""Virginia Commonwealth University""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/027_5adf37a95542995ec70e8f97
28,5abd259d55429924427fcf1a,"Are both Dictyosperma, and Huernia described as a genus?","[""yes""]",Yes,1,[],"[""Dictyosperma"", ""Huernia""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/028_5abd259d55429924427fcf1a
29,5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,"[""Henry J. Kaiser""]",Henry J. Kaiser,1,[],"[""Kaiser Ventures"", ""Henry J. Kaiser""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/029_5a828c8355429966c78a6a50
30,5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?","[""Arena of Khazan""]",Adventure,0,[],"[""Arena of Khazan"", ""Tunnels &amp; Trolls""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/030_5a8a3e745542996c9b8d5e70
31,5ac23ff0554299636651994d,"When was Poison's album ""Shut Up, Make Love"" released?","[""2000""]",2018,0,[],"[""Shut Up, Make Love"", ""Poison (American band)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/031_5ac23ff0554299636651994d
32,5ae4a3265542995ad6573de5,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","[""Fujioka, Gunma""]",Japan,0,[],"[""Hayden (musician)"", ""Buck-Tick""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/032_5ae4a3265542995ad6573de5
33,5ae0361155429925eb1afc2c,Which  French ace pilot and adventurer fly L'Oiseau Blanc,"[""Charles Eugène""]",Charles Nungesser,0,[],"[""L'Oiseau Blanc"", ""Charles Nungesser""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/033_5ae0361155429925eb1afc2c
34,5abc0a5d5542993f40c73c64,Are Freakonomics and In the Realm of the Hackers both American documentaries?,"[""no""]",No,1,[],"[""Freakonomics (film)"", ""In the Realm of the Hackers""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/034_5abc0a5d5542993f40c73c64
35,5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?","[""Letters to Cleo""]",Screaming Trees,0,[],"[""Letters to Cleo"", ""Screaming Trees""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/035_5a7cc50e554299452d57ba3e
36,5abf63f15542997ec76fd3ea,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,"[""October 1922""]",1922,0,[],"[""Socialist Revolutionary Party"", ""Russian Civil War""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/036_5abf63f15542997ec76fd3ea
37,5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,"[""2000""]",1990,0,[],"[""Seven Brief Lessons on Physics"", ""Carlo Rovelli""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/037_5a8ef2a75542995a26add583
38,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?","[""World War II""]",World War II,1,[],"[""Livesey Hall War Memorial"", ""World War II casualties""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/038_5a80721b554299485f5985ef
39,5ab51dae5542991779162d82,Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan?,"[""no""]",No,1,[],"[""Elko Regional Airport"", ""Gerald R. Ford International Airport""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/039_5ab51dae5542991779162d82
40,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,"[""New York City""]",New York City,1,[],"[""Ralph Hefferline"", ""Columbia University""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/040_5a7571135542992d0ec05f98
41,5a7a0e1e5542990783324e1a,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,"[""Scotch Collie""]",Scotch Collie,1,[],"[""Manchester Terrier"", ""Scotch Collie""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/041_5a7a0e1e5542990783324e1a
42,5a74106b55429979e288289e,Where is the company that Sachin Warrier worked for as a software engineer headquartered?,"[""Mumbai""]","Bengaluru, India",0,[],"[""Sachin Warrier"", ""Tata Consultancy Services""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/042_5a74106b55429979e288289e
43,5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?","[""1962""]",1972,0,[],"[""Masakazu Katsura"", ""I&quot;s""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/043_5a79311755429970f5fffe67
44,5ab2d3df554299194fa9352c,The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia?,"[""sovereignty""]",Ethiopian sovereignty,0,[],"[""Giuseppe Arimondi"", ""Battle of Adwa""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/044_5ab2d3df554299194fa9352c
45,5a760ab65542994ccc918697,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,"[""Nelson Rockefeller""]",Hubert Humphrey,0,[],"[""Alfred Balk"", ""Nelson Rockefeller""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/045_5a760ab65542994ccc918697
46,5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?","[""Yellowcraig""]",North Sea,0,[],"[""Yellowcraigs"", ""Dirleton Castle""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/046_5a7d54165542995f4f402256
47,5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,"[""Phil Spector""]",Phil Spector,1,[],"[""Back to Mono (1958–1969)"", ""To Know Him Is to Love Him""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/047_5ab859a955429934fafe6d7b
48,5add61d65542995b365fab21,What type of forum did a former Soviet statesman initiate?,"[""Organizations could come together to address global issues""]",A human rights forum,0,[],"[""World Summit of Nobel Peace Laureates"", ""Mikhail Gorbachev""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/048_5add61d65542995b365fab21
49,5a8e068b5542995085b37384,Are Ferocactus and Silene both types of plant?,"[""yes""]",Yes,1,[],"[""Ferocactus"", ""Silene""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/049_5a8e068b5542995085b37384
50,5abbf698554299114383a0b5,Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,"[""English Electric Canberra""]",de Havilland Mosquito,0,[],"[""No. 2 Squadron RAAF"", ""English Electric Canberra""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/050_5abbf698554299114383a0b5
51,5a8e1027554299653c1aa15f,Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?,"[""2009 Big 12 Conference""]","1952, Big Seven Conference",0,[],"[""2009 Colorado Buffaloes football team"", ""2009 Big 12 Conference football season""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/051_5a8e1027554299653c1aa15f
52,5ab84bf555429916710eb01f,In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,"[""1,462""]",213,0,[],"[""Euromarché"", ""Carrefour""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/052_5ab84bf555429916710eb01f
53,5a77724455429972597f153e,What race track in the midwest hosts a 500 mile race eavery May?,"[""Indianapolis Motor Speedway""]",Indianapolis Motor Speedway,1,[],"[""1957 Indianapolis 500"", ""Indianapolis Motor Speedway""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/053_5a77724455429972597f153e
54,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?","[""Rome""]",Rome,1,[],"[""Tosca (1956 film)"", ""Franco Corelli""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/054_5a87c13f5542996e4f30890c
55,5ab96ab755429970cfb8eacd,"Ellie Goulding worked with what other writers on her third studio album, Delirium?","[""Max Martin, Savan Kotecha and Ilya Salmanzadeh""]","Max Martin, Ryan Tedder, Greg Kurstin, and others",0,[],"[""Delirium (Ellie Goulding album)"", ""On My Mind (Ellie Goulding song)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/055_5ab96ab755429970cfb8eacd
56,5a8a43eb5542996c9b8d5e82,Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,"[""Marion, South Australia""]",Adelaide,0,[],"[""Westminster School, Adelaide"", ""Marion, South Australia""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/056_5a8a43eb5542996c9b8d5e82
57,5ae73acb5542991e8301cc07,D1NZ is a series based on what oversteering technique?,"[""Drifting""]",Drift racing,0,[],"[""D1NZ"", ""Drifting (motorsport)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/057_5ae73acb5542991e8301cc07
58,5a7320565542991f9a20c61d,who is younger Keith Bostic or Jerry Glanville ?,"[""Keith Bostic""]",Keith Bostic,1,[],"[""Keith Bostic (American football)"", ""Jerry Glanville""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/058_5a7320565542991f9a20c61d
59,5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","[""35,124""]","102,445",0,[],"[""Kirton End"", ""Boston, Lincolnshire""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/059_5ae32e125542991a06ce9946
60,5adc53f75542996e6852530a,Are both Cypress and Ajuga genera?,"[""no""]",Yes,0,[],"[""Cypress"", ""Ajuga""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/060_5adc53f75542996e6852530a
61,5a8b20335542996c9b8d5fb3,What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,"[""shortest player ever to play in the National Basketball Association""]",The only person to both play for the Charlotte Hornets in 1992–93 and serve as head coach of the Charlotte Sting,0,[],"[""1992–93 Charlotte Hornets season"", ""Muggsy Bogues""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/061_5a8b20335542996c9b8d5fb3
62,5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,"[""Ronald Shusett""]",Frank Marshall,0,[],"[""Alien (soundtrack)"", ""Alien (film)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/062_5a85fb085542994775f606de
63,5a7be2595542997c3ec972ac,"Who was born earlier, Emma Bull or Virginia Woolf?","[""Adeline Virginia Woolf""]",Virginia Woolf,0,[],"[""Emma Bull"", ""Virginia Woolf""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/063_5a7be2595542997c3ec972ac
64,5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,"[""821""]",19253,0,[],"[""What Are Little Girls Made Of?"", ""What Are Little Boys Made Of?""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/064_5a77152355429966f1a36c2e
65,5a8f4c8d554299458435d5a3,Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,"[""more than 70 countries""]",130,0,[],"[""Scott Parkin"", ""Halliburton""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/065_5a8f4c8d554299458435d5a3
66,5a80840f554299485f59863b,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,"[""Charmed""]",Charmed,1,[],"[""Jawbreaker (film)"", ""Rose McGowan""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/066_5a80840f554299485f59863b
67,5a8361b65542992ef85e22a0,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,"[""International Boxing Hall of Fame""]",International Boxing Hall of Fame,1,[],"[""Vince Phillips"", ""International Boxing Federation""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/067_5a8361b65542992ef85e22a0
68,5ae7ba7a5542993210983f12,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?","[""Usher""]",Usher,1,[],"[""I Don't Wanna Know"", ""Yeah! (Usher song)""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/068_5ae7ba7a5542993210983f12
69,5ac2acff55429921a00ab02b,who is the younger brother of The episode guest stars of The Hard Easy,"[""Bill Murray""]",The question is malformed and cannot be answered as stated,0,[],"[""The Hard Easy (Adventure Time)"", ""Brian Doyle-Murray""]",0,0,closed_book,False,stop,,primary,api=chat_completions,outputs/hotpot_closed_book_qwen_api_20260501_163900_closed_book_qwen-plus_tok1200_n100/runs/069_5ac2acff55429921a00ab02b
