index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
10,10,Liverpool nurse Mimi Smith was the aunt and guardian of which one of the city's most famous sons?,John Lennon,John Lennon,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4,9,325,frontier_empty,John Lennon,0.8973764325260749,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/010_10
11,11,Psychopsis and Aubrieta are both genuses of which type of plants?,flowering plants,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,11,984,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/011_11
12,12,Which Roman Emperor was grandfather to the children of Mark Antony?,Caligula,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,992,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/012_12
13,13,Which player Richard Gasquet or Jim Pugh  has won more mixed double Grand Slam titles ?,Jim Pugh,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,11,1035,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/013_13
14,14,Who was the head of the Imperial Family that was making an broadcast announcement of Japan's surrender in 1945?,Emperor of Japan,Emperor Hirohito,0,0,0.4,0.4,0.0,0.4,0.303265,0.0,0.0,0.0,0.344828,0,2,5,285,llm_stop_with_root_memory,Emperor Hirohito,0.9735999806417781,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/014_14
15,15,"Which singer is younger, Kenny Greene or Billy Idol?",Kenny Greene,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,13,1022,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/015_15
16,16,Do Singapore Sling and Fish House Punch both contain alcohol?,yes,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,9,689,high_confidence_root_memory,Yes,0.8735999999999999,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/016_16
17,17,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,Myrsine,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,6,10,933,final_synthesis_reserve,Myrsine,0.8735999955726856,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/017_17
18,18,"The actor who plays the grown version of Emma Swan's son, from ""Once Upon a Time"", also plays what character in the television show ""The Walking Dead""?",Gareth,Gareth,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,4,8,709,frontier_empty,Gareth,0.8628372503476963,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/018_18
19,19,"Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?",Ali Qushji,Ali Qushji,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,3,6,483,llm_stop_with_root_memory,Ali Qushji,0.8618131637088411,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/019_19
20,20,What singer who sang in church during her childhood did Stacy Barthe pen album tracks for?,Katy Perry,"Katy Perry, Miley Cyrus, Britney Spears, Akon, Melanie Fiona, Estelle, Brandy, Sean 'Diddy' Combs",0,1,0.25,0.25,0.142857,0.25,0.142857,0.076923,0.0,0.0,0.625,0,6,11,993,final_synthesis_reserve,Katy Perry,0.9032169098596692,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/020_20
21,21,"Who was this American Founding Father, a proponent of democracy, republicanism, and individual rights, examined Ice Age fossils of Kentucky's Big Bone Lick?",Thomas Jefferson,Thomas Jefferson,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,12,1044,final_synthesis_reserve,Thomas Jefferson,0.8383095812098373,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/021_21
22,22,Tui Flower and Julia child were both known for what?,Cooking,pioneering New Zealand food writer,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,12,973,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/022_22
23,23,This radio programme that originally aired from October 1995 to April 2000 starred a critic working in what field?,pop music and popular culture,Ian McMillan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,7,569,llm_stop_with_root_memory,pop music and popular culture,0.8735999997907169,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/023_23
24,24,Who was the son and heir of Henry Beauclerc?,William Adelin,William Adelin,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,12,985,final_synthesis_reserve,William Adelin,0.9139771684313323,expansion_candidate,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/024_24
25,25,Which segment of If These Walls Could Talk did the Goddess of Pop direct?,the third,third,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,8,15,1020,final_synthesis_reserve,third,0.8575371283337819,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/025_25
26,26,Who is is known domestically for his humorous videos and stage performances and released his sixth studio album in 2012?,Psy,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,14,978,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/026_26
27,27,"During the 2004-05 Atlanta Hawks season, the team acquired a former professional basketball player, who is the current head coach of what team?",Cleveland Cavaliers,Tulane University men's basketball team,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,999,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/027_27
28,28,"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",The Colomac Mine,Colomac Mine,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2,4,495,llm_stop_with_root_memory,Colomac Mine,0.9735999994973255,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/028_28
29,29,In which football league does the son of Souleyman Sané play?,Premier League,Premier League,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,3,6,550,frontier_empty,Premier League,0.822592224745617,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/029_29
30,30,Who is younger Chris Gould or Robbie Gould ?,Chris Gould,Chris Gould,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,10,964,final_synthesis_reserve,Chris Gould,0.7539532903407654,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/030_30
31,31,"Which player won more Grand Slam titles, Kevin Ullyett or Billie Jean King?",Billie Jean King,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,11,1033,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/031_31
32,32,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,John Charles Cutler,Public Health Service,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,7,951,final_synthesis_reserve,Public Health Service,0.9701587378816118,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/032_32
33,33,"The castle where ""Spook Squad"" was filmed is in what part of Scotland?","Aberdeenshire, Scotland",Spook Squad,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,328,llm_stop_with_root_memory,Spook Squad,0.8492872380299896,grounded,state,state_2,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/033_33
34,34,Where are Catcha Lake and Hedley Mascot Mine located?,"British Columbia, Canada","Catcha Lake is in Halifax Regional Municipality, Nova Scotia, Canada",0,0,0.153846,0.153846,0.0,0.153846,0.1,0.0,0.0,0.0,0.27027,0,5,7,688,frontier_empty,"Catcha Lake is in Halifax Regional Municipality, Nova Scotia, Canada",0.9242632415917367,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/034_34
35,35,Which British racing driver has raced for 7 different teams and won the European Grand Prix in 1999?,Johnny Herbert,Johnny Herbert,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,8,11,1056,final_synthesis_reserve,Johnny Herbert,0.8272553031939539,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/035_35
36,36,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,Thomas Oliver Lodge,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,9,992,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/036_36
37,37,"High School Confidential, an eight part documentary followed twelve high school teenagers from a high school in Overland Park, Kansas that ranked what in the 2009 Newsweek ranking of the top 1,500 high schools in the United States?",#364,#364,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,6,432,llm_stop_with_root_memory,#364,0.9235205491038477,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/037_37
38,38,"The historical Nimavar school in the Nimavar Bazaar, or bazar, is located in which country?",Iran,Iran,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,3,68,llm_stop_with_root_memory,Iran,0.9379688342982775,memory,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/038_38
39,39,What magazine was started in 1925 and features the work of Barry Werth?,The New Yorker,The New Yorker,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4,8,679,llm_stop_with_root_memory,The New Yorker,1.0,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/039_39
40,40,An American pharmacist was inspired to invent cola due to what recipe from  Angelo Mariani?,coca wine,Vin Mariani,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,15,1124,frontier_empty,Vin Mariani,1.0,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/040_40
41,41,Which is the Birthplace of Sir Isaac Newton and has a neighboring village called Belvor?,Woolsthorpe,Woolsthorpe-by-Belvoir,0,1,0.5,0.5,0.0,0.5,0.333333,0.0,0.0,0.0,0.833333,0,6,11,961,final_synthesis_reserve,Woolsthorpe-by-Belvoir,1.0,final_synthesis,memory,memory_mem_8,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/041_41
42,42,Are Wake Forest University and Pennsylvania State University both located in the US?,yes,Yes,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,7,437,llm_stop_with_root_memory,Yes,1.0,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/042_42
43,43,Are the 1908 Ex parte Young and 1948 McCollum v. Board of Education United States Supreme Court cases related to each other in any way?,no,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,8,1093,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/043_43
44,44,Shadi Attieh is often referred to as the Lebanese version of a footballer who plays for what Major League Soccer team?,Los Angeles Galaxy,Los Angeles Galaxy,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,6,13,975,frontier_empty,Los Angeles Galaxy,0.8300635560962328,expansion_candidate,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/044_44
45,45,"Was Pennsylvania State University or University of California, San Francisco founded first?",Pennsylvania State University,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,12,913,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/045_45
46,46,What actor born in 1951 starred in Aaj Ka Robin Hood?,Nana Patekar,Nana Patekar,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,12,1015,final_synthesis_reserve,Nana Patekar,0.8702554826063877,expansion_candidate,state,state_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/046_46
47,47,Are Der Rosenkavalier and I Capuleti e i Montecchi both comic operas?,no,No,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,7,508,high_confidence_root_memory,No,0.8735999999999999,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/047_47
48,48,"Produce 101, which produced I.O.I, cost the company Mnet how much to produce?",about four billion won,four billion won,0,1,0.857143,0.857143,0.8,0.857143,0.716531,0.716531,0.716531,0.0,0.769231,0,7,10,874,final_synthesis_reserve,four billion won,0.8754739855024212,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/048_48
49,49,The German who is credited with inventing the V-2 rocket and Saturn V was also a supervisor of what NASA program?,Applications Technology Satellites,Apollo program,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,14,1047,final_synthesis_reserve,Apollo program,0.8373769893500089,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/049_49
50,50,"At what intersection was the former home of the wooden roller coaster now located at Six Flags Great America in Gurnee, Illinois located?",North Avenue and First Avenue,North Avenue and First Avenue,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10,14,1004,final_synthesis_reserve,North Avenue and First Avenue,0.8739194706213385,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/050_50
51,51,Which Comcast-owned film studio produced the movie Radio Patrol?,Universal Pictures,Universal Pictures,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,6,8,758,frontier_empty,Universal Pictures,0.9168163180338662,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/051_51
52,52,"Who wrote lyrics for both ""Little Shop of Horrors"" and the song ""Be Our Guest?""",Howard Elliott Ashman,Frank Oz,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,8,610,high_confidence_root_memory,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/052_52
53,53,When was the brewery founded which has The Stag Inn Hastings as a tied house ?,1698,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,13,987,final_synthesis_reserve,,0.0,,state,state_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/053_53
54,54,"Who was an actor actor in the film The Ladder of Lies and was born October 23, 1893?",Jean Acker,Jean Acker,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,10,927,final_synthesis_reserve,Jean Acker,0.8911605051583481,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/054_54
55,55,What are both Caleb Shomo and Brian Welch?,singer,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,10,1071,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/055_55
56,56,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",Doña Ana,Doña Ana County,0,1,0.857143,0.857143,0.8,0.857143,0.75,0.666667,0.5,0.0,0.967742,0,3,7,468,llm_stop_with_root_memory,Doña Ana County,0.8540259891543645,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/056_56
57,57,"Which agreement resulted from multi-party talks held in St Andrews in Fife, Scotland and was opposed by the Concerned Republicans?",The St Andrews Agreement,St Andrews Agreement,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,9,15,771,frontier_empty,St Andrews Agreement,0.9317827540125978,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/057_57
58,58,Hostel: Part III is the first film in the series to be neither written nor directed by a director born in which year ?,1972,1972,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,7,10,1061,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/058_58
59,59,What's the name of the differential equation that was developed by the German physicist who was the doctoral advisor to another German Physicist who identified the Stark effect?,Lommel differential equation,Eugen Cornelius Joseph von Lommel,0,0,0.25,0.25,0.0,0.25,0.2,0.0,0.0,0.0,0.3125,0,7,12,1046,final_synthesis_reserve,,0.0,,memory,memory_mem_4,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/059_59
60,60,"Meghan Strange is an American actress and voice actress, known for her role as Robin on what American animated television series produced for Disney Channel?",Sofia the First,Meghan Strange,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,287,frontier_empty,Meghan Strange,0.9035169503788727,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/060_60
61,61,James Stuart became a specialist of a rhythmic pattern charecterised by what?,characterised by a moderately fast to very fast tempo,patter song,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,13,963,final_synthesis_reserve,patter song,0.9176818281667558,expansion_candidate,state,state_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/061_61
62,62,When is the birthday of the British-Irish heiress who worked on the Optimist In Black studio album?,9 November 1967,9 November 1967,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,8,570,frontier_empty,"November 9, 1967",0.8592845333929064,expansion_candidate,memory,memory_mem_7,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/062_62
63,63,In what year was the football club for which Reuven Niemeijer plays founded?,1903,1903,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,7,533,frontier_empty,1903,0.8248765213080602,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/063_63
64,64,What are the colors of the tricolour flag that was adopted in 1919?,"green (at the hoist), white and orange","red, blue and white",0,0,0.4,0.4,0.0,0.2,0.303265,0.0,0.0,0.0,0.344828,0,6,10,885,final_synthesis_reserve,"blue, red, green",0.835290404456956,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/064_64
65,65,"What Electoral Division in Victoria contained a suburb of Melbourne with a population of 25,147 at the 2016 Census?",The Division of Fawkner,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,11,900,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/065_65
66,66,Jamal Igle was known for illustrative work on which DC Comics publication?,Firestorm,Superman: New Krypton,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,13,1017,final_synthesis_reserve,Supergirl,0.8902967254406261,expansion_candidate,memory,memory_mem_8,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/066_66
67,67,What country is the member of Gujarat Legislative Assembly and parliament representing?,Jamnagar,India,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,12,962,final_synthesis_reserve,India,0.9376243728762406,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/067_67
68,68,"Charles Scribner's Sons publishes the books of what author whose books cover subjects such as the Cold War, mathematics, politics, and economics, and global terrorism?","Donald Richard ""Don"" DeLillo",Don DeLillo,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,0,3,6,592,frontier_empty,Don DeLillo,0.87323810902502,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/068_68
69,69,Dangerous is a book by which political commentator?,Milo Yiannopoulos,Milo Yiannopoulos,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,3,75,llm_stop_with_root_memory,Milo Yiannopoulos,0.9048932005032542,memory,state,state_1,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/069_69
70,70,The Nun is based on what film series based on the real life cases of Ed and Lorraine Warren?,The Conjuring,The Conjuring,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,4,234,llm_stop_with_root_memory,The Conjuring (film series),1.0,grounded,state,state_2,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/070_70
71,71,When was the city George Consider Hale was born in founded?,in the 1830s,1850,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,8,621,frontier_empty,1850,0.9550042251805111,grounded,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/071_71
72,72,The 1966–67 NHL season ended with a win in the Stanley Cup by the team from which division of the Eastern Conference?,Atlantic,The Toronto Maple Leafs won the Stanley Cup in the 1966–67 NHL season,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,10,1069,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/072_72
73,73,"What year was the singer of ""Orange"" born?",1975,1975,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,6,9,627,frontier_empty,1975,0.8713326417343545,expansion_candidate,state,state_3,/workspace/TDCA/batch_outputs/hotpot_random100_seed20260504_20260508_144733/runs/073_73
