index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,num_retrieved,num_reasoning_steps,stop_reason,generation_empty,llm_finish_reason,llm_error,prediction_source,llm_debug_summary,run_dir
11,2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,"[""Lega Pro Prima Divisione""]",Serie B,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Hanover"", ""Lehigh Valley IronPigs"", ""UDRA"", ""Athletics at the 1908 Summer Olympics – Men's 3 miles team race"", ""Everton F.C."", ""Vermont Lady Voltage"", ""Italy national rugby union team"", ""New York Power"", ""San Diego Spirit"", ""Melbourne"", ""F.C. Crotone"", ""Sportivo Italiano"", ""Arsenal F.C."", ""Zhang Yalin"", ""Holy Cross Crusaders football""]","[""Stadio Ciro Vigorito"", ""Carmelo Imbriani""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/011_2hop__166824_185403
12,2hop__698577_851686,What is a notable work written by the author of The Timothy files?,"[""Anderson Tapes"", ""The Anderson Tapes""]",The Timothy Files is not mentioned in the provided context,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Jean-Michel Iribarren"", ""Roberto Valturio"", ""James Redfield"", ""Jan Hendrik van den Berg"", ""Ellen Steiber"", ""Pier Angelo Manzolli"", ""Glenda Goss"", ""Robert O'Connor (author)"", ""J. M. G. Le Clézio"", ""Nikola Radonja"", ""Charlotte Brooke"", ""Gold Harbour, British Columbia"", ""Jocelyne François"", ""Philip Sendak"", ""Richard M. Siddoway""]","[""The Timothy Files"", ""The Anderson Tapes (novel)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/012_2hop__698577_851686
13,2hop__362107_652514,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]",Unknown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""13th Legislative District (New Jersey)"", ""Trones og Sentrum"", ""Ammerud"", ""Conway, Pennsylvania"", ""De Baarsjes"", ""Heidelberg, Pennsylvania"", ""Buddhism"", ""South Philipsburg, Pennsylvania"", ""Oldham"", ""Admiralenbuurt"", ""Big Wood and Little Wood"", ""Le pillole di Ercole"", ""Staten Island"", ""Overbrook (Pittsburgh)"", ""Suntrana, Alaska""]","[""Callum McManaman"", ""Whiston, Merseyside""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/013_2hop__362107_652514
14,2hop__402530_774333,What other county does the county where Imperial is located share a border with?,"[""Crockett County""]",Imperial County shares a border with San Diego County,0,0,0.2,0.2,0.0,0.2,0.125,0.0,0.0,0.0,0.384615,0,"[""Aqqala County"", ""Kuhdasht County"", ""Đức Huệ District"", ""Choptank River"", ""Maraveh Tappeh County"", ""Bandar-e Anzali County"", ""Baranya County"", ""Minudasht County"", ""Greenville County, South Carolina"", ""Bandar-e Gaz County"", ""Golestan Province"", ""Somerset"", ""Katrineholm"", ""Ban Hinlat"", ""A Kiom""]","[""Lancaster Crossing"", ""Imperial, Texas""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/014_2hop__402530_774333
15,2hop__195917_575657,In what county is William W. Blair's birthplace located?,"[""Orleans County"", ""Orleans County, New York""]",Orleans County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Kuhdasht County"", ""Darlington County, South Carolina"", ""Greenville County, South Carolina"", ""Pinellas County, Florida"", ""William W. Blair"", ""Minudasht County"", ""Maraveh Tappeh County"", ""Bandar-e Anzali County"", ""Blair Athol, New South Wales"", ""Lake County, Oregon"", ""Bandar-e Gaz County"", ""Aqqala County"", ""Xiangshui County"", ""Mecklenburg County, North Carolina"", ""Blooming Grove, Ohio""]","[""William W. Blair"", ""Holley, New York""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/015_2hop__195917_575657
16,2hop__683835_709167,What award did the author of The Red Tree receive?,"[""Academy Award for Best Animated Short Film""]",The author of *The Red Tree* is not mentioned in the provided context,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Jean-Michel Iribarren"", ""Roberto Valturio"", ""Boston Red Sox"", ""Pier Angelo Manzolli"", ""Penelope Tree"", ""Robert O'Connor (author)"", ""Nikola Radonja"", ""Johnny's in the Basement"", ""Philip Sendak"", ""Richard M. Siddoway"", ""Jocelyne François"", ""Boston Red Sox"", ""Charlotte Brooke"", ""Leo Vaz"", ""Halfway Tree""]","[""Passion Pictures"", ""The Red Tree (Shaun Tan)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/016_2hop__683835_709167
17,2hop__197470_271394,Where was Tyler MacDuff's child educated?,"[""Blair High School""]",Blair International Baccalaureate School in Pasadena,0,0,0.444444,0.444444,0.0,0.444444,0.333333,0.0,0.0,0.0,0.606061,1,"[""Macduff (Macbeth)"", ""Macbeth"", ""David Gardiner Tyler"", ""Dinner at the Homesick Restaurant"", ""The Haves and the Have Nots (TV series)"", ""Dana MacDuff"", ""Macbeth, King of Scotland"", ""Dana MacDuff"", ""Albert Tyler (biologist)"", ""Tyler Lepley"", ""National Insurance number"", ""Kate Kellaway"", ""Santa Fe Scouts"", ""Child labour"", ""The Amazing Race 26""]","[""Dana MacDuff""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/017_2hop__197470_271394
18,2hop__458131_174974,Who is the spouse of the Rabbit Hole's producer?,"[""Keith Urban""]","There is no entity known as ""the Rabbit Hole's producer"" in the provided context",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Mok Kwai-lan"", ""Rabbit, Run (film)"", ""White Rabbit"", ""Donika Kastrioti"", ""Villa Foscari"", ""List of show business families"", ""Olivia Mariamne Devenish"", ""Dirac hole theory"", ""The Velveteen Rabbit"", ""Beauty and the Beast (1991 film)"", ""Baby Buggy Bunny"", ""Law of holes"", ""Khaled Al Zakiba"", ""Stephen Engel"", ""Frances Bean Cobain""]","[""Planet Cake"", ""Rabbit Hole (film)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/018_2hop__458131_174974
19,2hop__299142_347613,Who is the child of Sigrid Eskilsdotter's child?,"[""Svante Stensson Sture""]",Not specified in the context,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""National Insurance number"", ""Loekman Hakim"", ""The Child of Lov"", ""Child labour in India"", ""The Official Story"", ""Emmi Pikler"", ""Toddler"", ""The Miracle Child"", ""Convention on the Rights of the Child"", ""Milena Reljin"", ""Kala Ramnath"", ""Child labour"", ""Helen Curtin Moskey"", ""Frances Bean Cobain"", ""Gregoire Boonzaier""]","[""Sigrid Sture"", ""Sigrid Eskilsdotter (Banér)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/019_2hop__299142_347613
20,2hop__528263_865831,In which county is Kimbrough Memorial Stadium located?,"[""Randall County"", ""Randall County, Texas""]",Canyon Independent School District,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Demang Lehman Stadium"", ""Kimbrough Memorial Stadium"", ""Kuhdasht County"", ""Eagle Field (stadium)"", ""Kim Il-sung Stadium"", ""Darlington County, South Carolina"", ""Broken Bow Memorial Stadium"", ""Bank of America Stadium"", ""Greenville County, South Carolina"", ""Pinellas County, Florida"", ""Minudasht County"", ""Nestor Morales Stadium"", ""Maraveh Tappeh County"", ""Bandar-e Anzali County"", ""Army–Navy Game""]","[""Kimbrough Memorial Stadium"", ""Canyon, Texas""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/020_2hop__528263_865831
21,2hop__569582_304416,What record label is the performer of Almost Made Ya signed to?,"[""Derrty Entertainment""]",Unknown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Ellahy Amen Records"", ""Sleaszy Rider Records"", ""Carried Away (band)"", ""Asian Man Records"", ""Made in USA"", ""Flip Records (1994)"", ""Soleilmoon Recordings"", ""Pathology (band)"", ""Roxy Recordings"", ""Big Wide Grin"", ""Toshiko Plays Billy Strayhorn"", ""Dragonfly (Masami Okui album)"", ""The Autumn Offering"", ""Panic! at the Disco"", ""EmArcy Records""]","[""Almost Made Ya"", ""Kinfolk (album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/021_2hop__569582_304416
22,2hop__505860_650613,Where was the author of Hannibal and Scipio educated at?,"[""Exeter College""]","The author of ""Hannibal"" (Thomas Harris) and Scipio Africanus were not educated together; Harris was educated in the U.S. (e.g., Baylor University, Florida State University), while Scipio was educated in Republican Rome—no shared institution",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Scipio Africanus"", ""Roman Republic"", ""Jean-Michel Iribarren"", ""Roberto Valturio"", ""Hannibal (TV series)"", ""Leo Vaz"", ""Noel Estrada"", ""Pier Angelo Manzolli"", ""Charlotte Brooke"", ""Kate Kellaway"", ""Harlan Tarbell"", ""Nikola Radonja"", ""Biplab Dasgupta"", ""Clifford the Big Red Dog (TV series)"", ""Philip Sendak""]","[""Thomas Nabbes"", ""Hannibal and Scipio""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/022_2hop__505860_650613
23,2hop__821197_368148,In which county is Southern Maryland Electric Cooperative headquartered?,"[""Charles County"", ""Charles County, Maryland""]",Charles County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Southern Maryland Electric Cooperative"", ""Kuhdasht County"", ""Darlington County, South Carolina"", ""Greenville County, South Carolina"", ""Minudasht County"", ""Maraveh Tappeh County"", ""Pinellas County, Florida"", ""Electric field"", ""Bandar-e Anzali County"", ""Lake County, Oregon"", ""Bandar-e Gaz County"", ""Baranya County"", ""Aqqala County"", ""Choptank River"", ""Świecie County""]","[""Southern Maryland Electric Cooperative"", ""Hughesville, Maryland""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/023_2hop__821197_368148
24,2hop__554167_451128,Who is the child of the Victim of Romance performer?,"[""Chynna Phillips""]",Michelle Phillips,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1,"[""The Official Story"", ""Age of consent reform"", ""Victim of Romance"", ""Felipa de Souza"", ""The Child of Lov"", ""Beringer's Lying Stones"", ""Punk'd"", ""National Insurance number"", ""Loekman Hakim"", ""Catalan language"", ""Milena Reljin"", ""Convention on the Rights of the Child"", ""Emmi Pikler"", ""Helen Curtin Moskey"", ""Romance on Film, Romance on Broadway""]","[""Wilson Phillips"", ""Victim of Romance""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/024_2hop__554167_451128
25,2hop__702496_430061,What county was Tim Dubois born in?,"[""McDonald County"", ""McDonald County, Missouri""]","Southwest City is not a county; Tim DuBois was born in Southwest City, Missouri, which is located in McDonald County, Missouri",0,1,0.26087,0.26087,0.190476,0.26087,0.15,0.105263,0.055556,0.0,0.638298,1,"[""Kexholm County"", ""Dubois (surname)"", ""Allison DuBois"", ""Tim DuBois"", ""Xiangshui County"", ""Kis-Küküllő County"", ""Minudasht County"", ""Greenville County, South Carolina"", ""Närke and Värmland County"", ""Golestan Province"", ""Newport News, Virginia"", ""Darlington County, South Carolina"", ""Oklahoma, Clearfield County, Pennsylvania"", ""List of counties in Arizona"", ""List of counties in Florida""]","[""Tim DuBois"", ""Southwest City, Missouri""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/025_2hop__702496_430061
26,2hop__549146_223121,What record label did the person who is part of The Bruce Lee Band start?,"[""Asian Man Records""]",Asian Man Records,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,"[""The Bruce Lee Band"", ""Bruce Lee, My Brother"", ""Birth of the Dragon"", ""Fist of Fury II"", ""King cake"", ""Asian Man Records"", ""Go Down Records"", ""Soleilmoon Recordings"", ""Ellahy Amen Records"", ""I Will Not Bow"", ""Journey 2: The Mysterious Island"", ""Toshiko Plays Billy Strayhorn"", ""Pretty Little Liars"", ""Imamate in Shia doctrine"", ""Sonic Youth Recordings""]","[""The Bruce Lee Band"", ""Asian Man Records""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/026_2hop__549146_223121
27,2hop__647996_551681,What is another notable work made by the author of Miss Sara Sampson?,"[""Emilia Galotti""]",Nathan the Wise,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Miss Sara Sampson"", ""Jean-Michel Iribarren"", ""Roberto Valturio"", ""Nərimanabad, Lankaran"", ""Jan Hendrik van den Berg"", ""Jason Sampson"", ""Glenda Goss"", ""Pier Angelo Manzolli"", ""J. M. G. Le Clézio"", ""Charlotte Brooke"", ""Nikola Radonja"", ""Jocelyne François"", ""Robert O'Connor (author)"", ""Richard M. Siddoway"", ""Johnny's in the Basement""]","[""Miss Sara Sampson"", ""Emilia Galotti""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/027_2hop__647996_551681
28,2hop__673655_316668,What instrument is played by the person from The Blackout All-Stars?,"[""conga"", ""Conga""]","Multiple instruments, including congas, timbales, saxophone, flute, and drums",0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""A Touch of Spice"", ""The Blackout All-Stars"", ""RuPaul's Drag Race All Stars (season 3)"", ""2016 Major League Baseball All-Star Game"", ""The Cowboy Cop"", ""Francis I of France"", ""Tristan von Lahnstein"", ""The Blitz"", ""Digory Kirke"", ""Clarice Starling"", ""Ludwig von Lahnstein"", ""Československé hudební nástroje"", ""King cake"", ""The Challenge (TV series)"", ""Galadriel""]","[""The Blackout All-Stars"", ""Midnight Blue (Kenny Burrell album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/028_2hop__673655_316668
29,2hop__574419_270105,What is the seat of the county where Van Hook Township is located?,"[""Stanley""]",Stanley,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Katrineholm"", ""Van Hook Township, Mountrail County, North Dakota"", ""Pasaje"", ""Summit Township, Clay County, Iowa"", ""Liberty Township, Van Wert County, Ohio"", ""Vevay, Indiana"", ""Choptank River"", ""North Abington Township, Lackawanna County, Pennsylvania"", ""Eden Lake Township, Stearns County, Minnesota"", ""Almond Township, Big Stone County, Minnesota"", ""Cross City, Florida"", ""Leroy Township, Ingham County, Michigan"", ""Buckskin Township, Ross County, Ohio"", ""Van Buren Township, Brown County, Indiana"", ""Richmond Township, Marquette County, Michigan""]","[""Mountrail County Courthouse"", ""Van Hook Township, Mountrail County, North Dakota""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/029_2hop__574419_270105
30,2hop__403712_793210,"Who is the father of Edward Baring, 1st Baron Revelstoke's father?","[""Sir Francis Baring, 1st Baronet""]",Henry Baring,0,0,0.285714,0.285714,0.0,0.285714,0.111565,0.0,0.0,0.0,0.212766,1,"[""Tom Baring"", ""John FitzAlan, 2nd Baron Arundel"", ""William Conyers, 1st Baron Conyers"", ""Billy Mitchell"", ""Edmund of Woodstock, 1st Earl of Kent"", ""Trevor Stamp, 3rd Baron Stamp"", ""Godfrey Baring"", ""André Antoine"", ""Father of the Nation"", ""Edward Pellew, 3rd Viscount Exmouth"", ""Journey 2: The Mysterious Island"", ""The Painter's Honeymoon"", ""Nanny McPhee and the Big Bang"", ""Polonius"", ""Lawrence Brainerd""]","[""Tom Baring"", ""Godfrey Baring""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/030_2hop__403712_793210
