index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,num_retrieved,num_reasoning_steps,stop_reason,generation_empty,llm_finish_reason,llm_error,prediction_source,llm_debug_summary,run_dir
11,2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,"[""Lega Pro Prima Divisione""]",Serie B,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Stadio Ciro Vigorito"", ""Stadio Is Arenas"", ""Piacenza Calcio 1919"", ""Fuori corso"", ""F.C. Crotone"", ""Occupational Safety and Health Act (United States)"", ""Stadio San Paolo"", ""Stadio Is Arenas"", ""Stadio Francesco Gabrielli"", ""Stadio Antonio Bianco"", ""Stadio Erasmo Iacovone"", ""Conte Arduino Mangoni"", ""Stadio San Nicola"", ""Stadio Giuseppe Grezar"", ""1975–76 Coppa Italia""]","[""Stadio Ciro Vigorito"", ""Carmelo Imbriani""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/011_2hop__166824_185403
12,2hop__698577_851686,What is a notable work written by the author of The Timothy files?,"[""Anderson Tapes"", ""The Anderson Tapes""]",The Timothy Files,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Quran"", ""The Timothy Files"", ""Jan Hendrik van den Berg"", ""Glenda Goss"", ""The Open Boat"", ""Piper Kerman"", ""Martine Blanc"", ""Timothy P. Williams"", ""Asima Chatterjee"", ""Konqueror"", ""Ellen Steiber"", ""Adobe LiveCycle Designer"", ""The Boys on the Bus"", ""DVD Flick"", ""Timothy Township, Crow Wing County, Minnesota""]","[""The Timothy Files"", ""The Anderson Tapes (novel)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/012_2hop__698577_851686
13,2hop__362107_652514,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]",Metropolitan Borough of Knowsley,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Callum McManaman"", ""Callum Kane"", ""Whiston, Merseyside"", ""Love and War in the Apennines"", ""British nationality law"", ""States of Nigeria"", ""Birth certificate"", ""Federalism"", ""Essex County Park Commission Administration Building"", ""Dunbar Hospital"", ""Texas–Indian wars"", ""List of territorial entities where English is an official language"", ""Cyprus Popular Bank"", ""Sant Martí d'Empúries"", ""Italian Eritrea""]","[""Callum McManaman"", ""Whiston, Merseyside""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/013_2hop__362107_652514
14,2hop__402530_774333,What other county does the county where Imperial is located share a border with?,"[""Crockett County""]",Crockett County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Imperial, Texas"", ""Gmina Włodawa"", ""Oak Lawn, Illinois"", ""Lancaster Crossing"", ""Swan Miara"", ""Virginia, Lempira"", ""Notogawa, Shiga"", ""Mount Bosworth"", ""Chelyabinsk"", ""Canada–United States border"", ""Africa"", ""Canada–United States border"", ""Cyprus Popular Bank"", ""Australia"", ""Geography of the United States""]","[""Lancaster Crossing"", ""Imperial, Texas""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/014_2hop__402530_774333
15,2hop__195917_575657,In what county is William W. Blair's birthplace located?,"[""Orleans County"", ""Orleans County, New York""]",Orleans County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""William W. Blair"", ""Blair Athol, New South Wales"", ""James W. Clise House"", ""Sant Martí d'Empúries"", ""Battle of Bunker Hill"", ""List of extreme points of the United States"", ""Holley, New York"", ""Billy Goat Tavern"", ""Port Blair"", ""United States Coast Guard"", ""Scariest Places on Earth"", ""Birth certificate"", ""John Blair Smith Todd"", ""Minsk Region"", ""Italian Eritrea""]","[""William W. Blair"", ""Holley, New York""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/015_2hop__195917_575657
16,2hop__683835_709167,What award did the author of The Red Tree receive?,"[""Academy Award for Best Animated Short Film""]",None of the provided contexts mention an award received by Shaun Tan for *The Red Tree*,0,0,0.2,0.2,0.0,0.2,0.153846,0.0,0.0,0.0,0.263158,1,"[""Trotta (film)"", ""Penelope Tree"", ""The Wandering Fire"", ""Halfway Tree"", ""The Red Tree (Shaun Tan)"", ""Nobel Prize in Literature"", ""PEN/Diamonstein-Spielvogel Award for the Art of the Essay"", ""Iditarod Trail Sled Dog Race"", ""Theresa Schwegel"", ""List of Nobel laureates"", ""Dustin Pedroia"", ""Kate Mulgrew"", ""We Are Never Ever Getting Back Together"", ""Red Ochre Award"", ""Varjak Paw""]","[""Passion Pictures"", ""The Red Tree (Shaun Tan)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/016_2hop__683835_709167
17,2hop__197470_271394,Where was Tyler MacDuff's child educated?,"[""Blair High School""]",Blair International Baccalaureate School in Pasadena,0,0,0.444444,0.444444,0.0,0.444444,0.333333,0.0,0.0,0.0,0.606061,1,"[""David Gardiner Tyler"", ""Macduff (Macbeth)"", ""Macbeth"", ""Theo Carver"", ""Dana MacDuff"", ""Dinner at the Homesick Restaurant"", ""Macbeth, King of Scotland"", ""The Haves and the Have Nots (TV series)"", ""Albert Tyler (biologist)"", ""No Child Left Behind Act"", ""Dana MacDuff"", ""Ralph W. Tyler"", ""Hans Albert Einstein"", ""Shiranthi Rajapaksa"", ""Child labour""]","[""Dana MacDuff""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/017_2hop__197470_271394
18,2hop__458131_174974,Who is the spouse of the Rabbit Hole's producer?,"[""Keith Urban""]",Nicole Kidman,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Rabbit, Run (film)"", ""Baby Buggy Bunny"", ""Beauty and the Beast (1991 film)"", ""White Rabbit"", ""Heartbeat in the Brain"", ""Down the Rabbit Hole (novel)"", ""The Velveteen Rabbit"", ""Teletubbies"", ""Rabbit Ears Productions"", ""Holes (film)"", ""Dirac hole theory"", ""Rabbit Hole (film)"", ""Law of holes"", ""Sołtan argument"", ""Flemish Giant rabbit""]","[""Planet Cake"", ""Rabbit Hole (film)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/018_2hop__458131_174974
19,2hop__299142_347613,Who is the child of Sigrid Eskilsdotter's child?,"[""Svante Stensson Sture""]",King Gustav Vasa of Sweden,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Sigrid Eskilsdotter (Banér)"", ""International Children's Peace Prize"", ""The Miracle Child"", ""Children's Act, 2005"", ""Blood Stain Child"", ""Child labour"", ""Toddler"", ""Child labour"", ""Andy Barclay"", ""Child labour"", ""Child labour"", ""Don't Wanna Fall in Love"", ""National Insurance number"", ""Loekman Hakim"", ""One-child policy""]","[""Sigrid Sture"", ""Sigrid Eskilsdotter (Banér)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/019_2hop__299142_347613
20,2hop__528263_865831,In which county is Kimbrough Memorial Stadium located?,"[""Randall County"", ""Randall County, Texas""]",Randall County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Kimbrough Memorial Stadium"", ""Broken Bow Memorial Stadium"", ""Canyon, Texas"", ""States of Nigeria"", ""Federalism"", ""Tumaraa"", ""Taputapuatea"", ""Krasnovishersky District"", ""History of the Philadelphia Eagles"", ""Pak Tam Chung"", ""List of territorial entities where English is an official language"", ""Moorea-Maiao"", ""Kiri Territory"", ""Pettai, Karaikal"", ""Australia""]","[""Kimbrough Memorial Stadium"", ""Canyon, Texas""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/020_2hop__528263_865831
21,2hop__569582_304416,What record label is the performer of Almost Made Ya signed to?,"[""Derrty Entertainment""]",Derrty Entertainment and Universal Records,0,1,0.571429,0.571429,0.4,0.571429,0.4,0.25,0.0,0.0,0.869565,1,"[""It's What's Happenin'"", ""Crystal Kay"", ""Look What I Almost Stepped In..."", ""Roxy Recordings"", ""Almost Made Ya"", ""Kinfolk (album)"", ""Canadian Grenadier Guards Band"", ""Shake Ya Ass"", ""Soundsigns"", ""Grant's First Stand"", ""Foolin' Myself"", ""Jazz Contemporary"", ""Three for Shepp"", ""Tijuana Jazz"", ""Crystal (Ahmad Jamal album)""]","[""Almost Made Ya"", ""Kinfolk (album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/021_2hop__569582_304416
22,2hop__505860_650613,Where was the author of Hannibal and Scipio educated at?,"[""Exeter College""]","Exeter College, Oxford",0,1,0.8,0.8,0.666667,0.8,0.666667,0.5,0.0,0.0,0.952381,1,"[""Thomas Nabbes"", ""Scipio Africanus"", ""Arthur Kroker"", ""Hannibal and Scipio"", ""Sempronia (sister of the Gracchi)"", ""Battle of Cissa"", ""S. A. Kenner"", ""Hannibal (TV series)"", ""Punica (poem)"", ""Clarice Starling"", ""Red Dragon (2002 film)"", ""Hannibal (Leckie novel)"", ""John \""Hannibal\"" Smith"", ""Gaspard Ulliel"", ""Hannibal Day""]","[""Thomas Nabbes"", ""Hannibal and Scipio""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/022_2hop__505860_650613
23,2hop__821197_368148,In which county is Southern Maryland Electric Cooperative headquartered?,"[""Charles County"", ""Charles County, Maryland""]",Charles County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Southern Maryland Electric Cooperative"", ""Elk Ridge (Maryland)"", ""Hughesville, Maryland"", ""Southern California Edison"", ""Hylestad"", ""WaterColor, Florida"", ""United States Bankruptcy Court for the Southern District of New York"", ""Pak Tam Chung"", ""Campora"", ""Menteng, Menteng"", ""Khong Island"", ""Beryslav Raion"", ""Poum"", ""Ceres Nunataks"", ""Dunbar Hospital""]","[""Southern Maryland Electric Cooperative"", ""Hughesville, Maryland""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/023_2hop__821197_368148
24,2hop__554167_451128,Who is the child of the Victim of Romance performer?,"[""Chynna Phillips""]",Michelle Phillips's child is Chynna Phillips,0,1,0.444444,0.444444,0.285714,0.444444,0.285714,0.166667,0.0,0.0,0.8,1,"[""The Official Story"", ""This Child"", ""Age of consent reform"", ""Victim of Romance"", ""Amulya"", ""Child labour"", ""Catalan language"", ""The Second Hurricane"", ""Heavy Rain"", ""Catalan language"", ""Norma K. Hemming"", ""Romance on Film, Romance on Broadway"", ""Religion in ancient Rome"", ""Jesse Bennett"", ""Mary's Boy Child""]","[""Wilson Phillips"", ""Victim of Romance""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/024_2hop__554167_451128
25,2hop__702496_430061,What county was Tim Dubois born in?,"[""McDonald County"", ""McDonald County, Missouri""]",McDonald County,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Tim DuBois"", ""Allison DuBois"", ""When I Call Your Name (Vince Gill song)"", ""Southwest City, Missouri"", ""Sant Martí d'Empúries"", ""Dubois (surname)"", ""Palazzo Corner Spinelli"", ""Birth certificate"", ""British nationality law"", ""Dunbar Hospital"", ""Eritrea"", ""List of territorial entities where English is an official language"", ""Italian Eritrea"", ""Cyprus Popular Bank"", ""Australia""]","[""Tim DuBois"", ""Southwest City, Missouri""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/025_2hop__702496_430061
26,2hop__549146_223121,What record label did the person who is part of The Bruce Lee Band start?,"[""Asian Man Records""]",Asian Man Records,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,"[""Go Down Records"", ""Fist of Fury II"", ""Bruce Lee, My Brother"", ""Birth of the Dragon"", ""I Will Not Bow"", ""The Bruce Lee Band"", ""Strange Little Girl"", ""Asian Man Records"", ""Porno Graffitti"", ""All Funked Up"", ""Golgoth 13"", ""All the Years"", ""Levitate (Bruce Hornsby album)"", ""Hints Allegations and Things Left Unsaid"", ""Take It All Back""]","[""The Bruce Lee Band"", ""Asian Man Records""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/026_2hop__549146_223121
27,2hop__647996_551681,What is another notable work made by the author of Miss Sara Sampson?,"[""Emilia Galotti""]",Nathan the Wise,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Miss Sara Sampson"", ""Dean Sampson"", ""Glenda Goss"", ""Jan Hendrik van den Berg"", ""Little Miss Marker (1980 film)"", ""Prison Break"", ""Miss Mousie's Blind Date"", ""(Miss)understood"", ""James Redfield"", ""Kill Rock Stars"", ""Quran"", ""Asima Chatterjee"", ""Nərimanabad, Lankaran"", ""Pendennis"", ""Jason Sampson""]","[""Miss Sara Sampson"", ""Emilia Galotti""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/027_2hop__647996_551681
28,2hop__673655_316668,What instrument is played by the person from The Blackout All-Stars?,"[""conga"", ""Conga""]","Various instruments including percussion, drums, saxophone, flute, and piano",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Kamryn Belle"", ""The Blackout All-Stars"", ""Radar (song)"", ""Don't Worry, Be Happy"", ""The Blitz"", ""Chapman Stick"", ""Don't Ask Me Why (Billy Joel song)"", ""A cappella"", ""The Stars and Stripes Forever"", ""Fizeau–Foucault apparatus"", ""Galactic Center"", ""Transformers (film)"", ""Landkjenning"", ""The Horse"", ""Dog Star Man""]","[""The Blackout All-Stars"", ""Midnight Blue (Kenny Burrell album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/028_2hop__673655_316668
29,2hop__574419_270105,What is the seat of the county where Van Hook Township is located?,"[""Stanley""]",Stanley,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Van Hook Township, Mountrail County, North Dakota"", ""Liberty Township, Van Wert County, Ohio"", ""Van Buren Township, Brown County, Indiana"", ""Rochester Community Schools (Michigan)"", ""Beckwith, Ontario"", ""McCormack, Minnesota"", ""Mountrail County Courthouse"", ""Avoca, Oklahoma"", ""Darial, Pakistan"", ""Kis-Küküllő County"", ""Bann Na Mohra"", ""Mian Haji Sahib"", ""Naas River"", ""Minsk Region"", ""Pesanggrahan, South Jakarta""]","[""Mountrail County Courthouse"", ""Van Hook Township, Mountrail County, North Dakota""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/029_2hop__574419_270105
30,2hop__403712_793210,"Who is the father of Edward Baring, 1st Baron Revelstoke's father?","[""Sir Francis Baring, 1st Baronet""]",Henry Baring,0,0,0.285714,0.285714,0.0,0.285714,0.111565,0.0,0.0,0.0,0.212766,1,"[""Tom Baring"", ""Sir William Maule"", ""Martha Creek Provincial Park"", ""Edward Pellew, 3rd Viscount Exmouth"", ""The Painter's Honeymoon"", ""Godfrey Baring"", ""Father Brown, Detective"", ""Father of the Nation"", ""Peter Baden-Powell, 2nd Baron Baden-Powell"", ""Edmund of Woodstock, 1st Earl of Kent"", ""Benjamin Stillingfleet"", ""David Profumo"", ""Trevor Stamp, 3rd Baron Stamp"", ""Edward Stafford, 3rd Baron Stafford"", ""Angelīna Kučvaļska""]","[""Tom Baring"", ""Godfrey Baring""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/030_2hop__403712_793210
31,2hop__832795_350510,What group was the performer of Be the One a member of?,"[""Jackson 5""]",The Jacksons,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Feist (singer)"", ""List of Rock and Roll Hall of Fame inductees"", ""Remember When: The Anthology"", ""The Philadelphia Brass"", ""The Imaginary Cuckold"", ""Be the One (album)"", ""Take It to the Limit (Eagles song)"", ""Lee Eddy"", ""Unexploded"", ""Le calife de Bagdad"", ""Los Vendidos"", ""Heather Morgan"", ""Programme for International Student Assessment"", ""Debabrata Das"", ""I Won't Let You Down (OK Go song)""]","[""Be the One (album)"", ""Jackie Jackson (album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_sparse_rag_qwen_api_20260520_095044_sparse_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/031_2hop__832795_350510
